start,end,year,stateCode,name,slug
2017-04-10,2017-04-21,2017,BY,osterferien bayern  2017,osterferien bayern  2017-2017-BY
2017-06-06,2017-06-16,2017,BY,pfingstferien bayern  2017,pfingstferien bayern  2017-2017-BY
2017-07-31,2017-09-11,2017,BY,sommerferien bayern  2017,sommerferien bayern  2017-2017-BY
2017-10-28,2017-11-03,2017,BY,herbstferien bayern  2017,herbstferien bayern  2017-2017-BY
2017-10-28,2017-11-22,2017,BY,herbstferien bayern 2017,herbstferien bayern 2017-2017-BY
2017-12-26,2018-01-05,2017,BY,weihnachtsferien bayern  2017,weihnachtsferien bayern  2017-2017-BY
2017-04-03,2017-04-13,2017,HE,osterferien hessen 2017,osterferien hessen 2017-2017-HE
2017-07-03,2017-08-11,2017,HE,sommerferien hessen 2017,sommerferien hessen 2017-2017-HE
2017-10-09,2017-10-20,2017,HE,herbstferien hessen 2017,herbstferien hessen 2017-2017-HE
2017-12-27,2018-01-12,2017,HE,weihnachtsferien hessen 2017,weihnachtsferien hessen 2017-2017-HE
2017-04-10,2017-04-21,2017,NW,osterferien nordrhein-westfalen 2017,osterferien nordrhein-westfalen 2017-2017-NW
2017-06-06,2017-06-06,2017,NW,pfingstferien nordrhein-westfalen 2017 (beweglicher ferientag),pfingstferien nordrhein-westfalen 2017 (beweglicher ferientag)-2017-NW
2017-07-17,2017-08-29,2017,NW,sommerferien nordrhein-westfalen 2017,sommerferien nordrhein-westfalen 2017-2017-NW
2017-10-23,2017-11-03,2017,NW,herbstferien nordrhein-westfalen 2017,herbstferien nordrhein-westfalen 2017-2017-NW
2017-12-27,2018-01-05,2017,NW,weihnachtsferien nordrhein-westfalen 2017,weihnachtsferien nordrhein-westfalen 2017-2017-NW
2018-02-12,2018-02-16,2018,BY,winterferien bayern  2018,winterferien bayern  2018-2018-BY
2018-03-26,2018-04-06,2018,BY,osterferien bayern  2018,osterferien bayern  2018-2018-BY
2018-05-22,2018-06-01,2018,BY,pfingstferien bayern  2018,pfingstferien bayern  2018-2018-BY
2018-07-30,2018-09-10,2018,BY,sommerferien bayern  2018,sommerferien bayern  2018-2018-BY
2018-10-29,2018-11-02,2018,BY,herbstferien bayern  2018,herbstferien bayern  2018-2018-BY
2018-10-29,2018-11-21,2018,BY,herbstferien bayern 2018 (beweglicher ferientag),herbstferien bayern 2018 (beweglicher ferientag)-2018-BY
2018-12-24,2019-01-04,2018,BY,weihnachtsferien bayern  2018,weihnachtsferien bayern  2018-2018-BY
2018-03-26,2018-04-06,2018,HE,osterferien hessen 2018,osterferien hessen 2018-2018-HE
2018-06-25,2018-08-03,2018,HE,sommerferien hessen 2018,sommerferien hessen 2018-2018-HE
2018-10-01,2018-10-12,2018,HE,herbstferien hessen 2018,herbstferien hessen 2018-2018-HE
2018-12-24,2019-01-11,2018,HE,weihnachtsferien hessen 2018,weihnachtsferien hessen 2018-2018-HE
2018-03-26,2018-04-06,2018,NW,osterferien nordrhein-westfalen 2018,osterferien nordrhein-westfalen 2018-2018-NW
2018-05-22,2018-05-25,2018,NW,pfingstferien nordrhein-westfalen 2018 (beweglicher ferientag),pfingstferien nordrhein-westfalen 2018 (beweglicher ferientag)-2018-NW
2018-07-16,2018-08-28,2018,NW,sommerferien nordrhein-westfalen 2018,sommerferien nordrhein-westfalen 2018-2018-NW
2018-10-15,2018-10-26,2018,NW,herbstferien nordrhein-westfalen 2018,herbstferien nordrhein-westfalen 2018-2018-NW
2018-12-21,2019-01-04,2018,NW,weihnachtsferien nordrhein-westfalen 2018,weihnachtsferien nordrhein-westfalen 2018-2018-NW
2019-04-15,2019-04-27,2019,BW,osterferien baden-württemberg 2019,osterferien baden-württemberg 2019-2019-BW
2019-06-11,2019-06-21,2019,BW,pfingstferien baden-württemberg 2019,pfingstferien baden-württemberg 2019-2019-BW
2019-07-29,2019-09-10,2019,BW,sommerferien baden-württemberg 2019,sommerferien baden-württemberg 2019-2019-BW
2019-10-28,2019-10-31,2019,BW,herbstferien baden-württemberg 2019,herbstferien baden-württemberg 2019-2019-BW
2019-12-23,2020-01-04,2019,BW,weihnachtsferien baden-württemberg 2019,weihnachtsferien baden-württemberg 2019-2019-BW
2019-04-15,2019-04-27,2019,BY,osterferien bayern  2019,osterferien bayern  2019-2019-BY
2019-06-11,2019-06-21,2019,BY,pfingstferien bayern  2019,pfingstferien bayern  2019-2019-BY
2019-07-29,2019-09-09,2019,BY,sommerferien bayern  2019,sommerferien bayern  2019-2019-BY
2019-10-28,2019-10-31,2019,BY,herbstferien bayern  2019,herbstferien bayern  2019-2019-BY
2019-10-28,2019-11-20,2019,BY,herbstferien bayern 2019 (beweglicher ferientag),herbstferien bayern 2019 (beweglicher ferientag)-2019-BY
2019-12-23,2020-01-04,2019,BY,weihnachtsferien bayern  2019,weihnachtsferien bayern  2019-2019-BY
2019-02-04,2019-02-09,2019,BE,winterferien berlin 2019,winterferien berlin 2019-2019-BE
2019-04-15,2019-04-26,2019,BE,osterferien berlin 2019,osterferien berlin 2019-2019-BE
2019-05-31,2019-05-31,2019,BE,pfingstferien berlin 2019 (beweglicher ferientag),pfingstferien berlin 2019 (beweglicher ferientag)-2019-BE
2019-06-20,2019-08-02,2019,BE,sommerferien berlin 2019,sommerferien berlin 2019-2019-BE
2019-10-04,2019-10-19,2019,BE,herbstferien berlin 2019,herbstferien berlin 2019-2019-BE
2019-12-23,2020-01-04,2019,BE,weihnachtsferien berlin 2019,weihnachtsferien berlin 2019-2019-BE
2019-02-04,2019-02-09,2019,BB,winterferien brandenburg 2019,winterferien brandenburg 2019-2019-BB
2019-04-15,2019-04-26,2019,BB,osterferien brandenburg 2019,osterferien brandenburg 2019-2019-BB
2019-06-20,2019-08-03,2019,BB,sommerferien brandenburg 2019,sommerferien brandenburg 2019-2019-BB
2019-10-04,2019-10-18,2019,BB,herbstferien brandenburg 2019,herbstferien brandenburg 2019-2019-BB
2019-12-23,2020-01-04,2019,BB,weihnachtsferien brandenburg 2019,weihnachtsferien brandenburg 2019-2019-BB
2019-01-31,2019-02-01,2019,HB,winterferien bremen 2019,winterferien bremen 2019-2019-HB
2019-04-06,2019-04-23,2019,HB,osterferien bremen 2019,osterferien bremen 2019-2019-HB
2019-05-31,2019-05-31,2019,HB,pfingstferien bremen 2019 (beweglicher ferientag),pfingstferien bremen 2019 (beweglicher ferientag)-2019-HB
2019-07-04,2019-08-14,2019,HB,sommerferien bremen 2019,sommerferien bremen 2019-2019-HB
2019-10-04,2019-10-18,2019,HB,herbstferien bremen 2019,herbstferien bremen 2019-2019-HB
2019-12-21,2020-01-06,2019,HB,weihnachtsferien bremen 2019,weihnachtsferien bremen 2019-2019-HB
2019-03-04,2019-03-15,2019,HH,osterferien hamburg 2019 ,osterferien hamburg 2019 -2019-HH
2019-05-13,2019-05-17,2019,HH,pfingstferien hamburg 2019 ,pfingstferien hamburg 2019 -2019-HH
2019-06-27,2019-08-07,2019,HH,sommerferien hamburg 2019 ,sommerferien hamburg 2019 -2019-HH
2019-10-04,2019-10-18,2019,HH,herbstferien hamburg 2019 ,herbstferien hamburg 2019 -2019-HH
2019-12-20,2020-01-03,2019,HH,weihnachtsferien hamburg 2019 ,weihnachtsferien hamburg 2019 -2019-HH
2019-04-15,2019-04-27,2019,HE,osterferien hessen 2019,osterferien hessen 2019-2019-HE
2019-07-01,2019-08-09,2019,HE,sommerferien hessen 2019,sommerferien hessen 2019-2019-HE
2019-09-30,2019-10-12,2019,HE,herbstferien hessen 2019,herbstferien hessen 2019-2019-HE
2019-12-23,2020-01-11,2019,HE,weihnachtsferien hessen 2019,weihnachtsferien hessen 2019-2019-HE
2019-02-04,2019-02-15,2019,MV,winterferien mecklenburg-vorpommern 2019,winterferien mecklenburg-vorpommern 2019-2019-MV
2019-04-15,2019-04-24,2019,MV,osterferien mecklenburg-vorpommern 2019,osterferien mecklenburg-vorpommern 2019-2019-MV
2019-05-31,2019-06-11,2019,MV,pfingstferien mecklenburg-vorpommern 2019 (beweglicher ferientag),pfingstferien mecklenburg-vorpommern 2019 (beweglicher ferientag)-2019-MV
2019-07-01,2019-08-10,2019,MV,sommerferien mecklenburg-vorpommern 2019,sommerferien mecklenburg-vorpommern 2019-2019-MV
2019-10-04,2019-10-12,2019,MV,herbstferien mecklenburg-vorpommern 2019,herbstferien mecklenburg-vorpommern 2019-2019-MV
2019-12-23,2020-01-04,2019,MV,weihnachtsferien mecklenburg-vorpommern 2019,weihnachtsferien mecklenburg-vorpommern 2019-2019-MV
2019-01-31,2019-02-01,2019,NI,winterferien niedersachsen 2019,winterferien niedersachsen 2019-2019-NI
2019-04-08,2019-04-23,2019,NI,osterferien niedersachsen 2021,osterferien niedersachsen 2021-2019-NI
2019-05-31,2019-05-31,2019,NI,pfingstferien niedersachsen 2019 (beweglicher ferientag),pfingstferien niedersachsen 2019 (beweglicher ferientag)-2019-NI
2019-07-04,2019-08-14,2019,NI,sommerferien niedersachsen 2019,sommerferien niedersachsen 2019-2019-NI
2019-10-04,2019-10-18,2019,NI,herbstferien niedersachsen 2019,herbstferien niedersachsen 2019-2019-NI
2019-12-23,2020-01-06,2019,NI,weihnachtsferien niedersachsen 2019,weihnachtsferien niedersachsen 2019-2019-NI
2019-04-15,2019-04-27,2019,NW,osterferien nordrhein-westfalen 2019,osterferien nordrhein-westfalen 2019-2019-NW
2019-06-11,2019-06-11,2019,NW,pfingstferien nordrhein-westfalen 2019 (beweglicher ferientag),pfingstferien nordrhein-westfalen 2019 (beweglicher ferientag)-2019-NW
2019-07-15,2019-08-27,2019,NW,sommerferien nordrhein-westfalen 2019,sommerferien nordrhein-westfalen 2019-2019-NW
2019-10-14,2019-10-26,2019,NW,herbstferien nordrhein-westfalen 2019,herbstferien nordrhein-westfalen 2019-2019-NW
2019-12-23,2020-01-06,2019,NW,weihnachtsferien nordrhein-westfalen 2019,weihnachtsferien nordrhein-westfalen 2019-2019-NW
2019-02-25,2019-03-01,2019,RP,winterferien rheinland-pfalz 2019,winterferien rheinland-pfalz 2019-2019-RP
2019-04-15,2019-04-30,2019,RP,osterferien rheinland-pfalz 2019,osterferien rheinland-pfalz 2019-2019-RP
2019-07-01,2019-08-09,2019,RP,sommerferien rheinland-pfalz 2019,sommerferien rheinland-pfalz 2019-2019-RP
2019-09-30,2019-10-11,2019,RP,herbstferien rheinland-pfalz 2019,herbstferien rheinland-pfalz 2019-2019-RP
2019-12-23,2020-01-06,2019,RP,weihnachtsferien rheinland-pfalz 2019,weihnachtsferien rheinland-pfalz 2019-2019-RP
2019-02-25,2019-03-05,2019,SL,winterferien saarland 2019,winterferien saarland 2019-2019-SL
2019-04-17,2019-04-26,2019,SL,osterferien saarland 2019,osterferien saarland 2019-2019-SL
2019-07-01,2019-08-09,2019,SL,sommerferien saarland 2019,sommerferien saarland 2019-2019-SL
2019-10-07,2019-10-18,2019,SL,herbstferien saarland 2019,herbstferien saarland 2019-2019-SL
2019-12-23,2020-01-03,2019,SL,weihnachtsferien saarland 2019,weihnachtsferien saarland 2019-2019-SL
2019-02-18,2019-03-02,2019,SN,winterferien sachsen 2019,winterferien sachsen 2019-2019-SN
2019-04-19,2019-04-26,2019,SN,osterferien sachsen 2019,osterferien sachsen 2019-2019-SN
2019-05-31,2019-05-31,2019,SN,pfingstferien sachsen 2019 (beweglicher ferientag),pfingstferien sachsen 2019 (beweglicher ferientag)-2019-SN
2019-07-08,2019-08-16,2019,SN,sommerferien sachsen 2019,sommerferien sachsen 2019-2019-SN
2019-10-14,2019-10-25,2019,SN,herbstferien sachsen 2019,herbstferien sachsen 2019-2019-SN
2019-12-23,2020-01-03,2019,SN,weihnachtsferien sachsen 2021,weihnachtsferien sachsen 2021-2019-SN
2019-02-11,2019-02-15,2019,ST,winterferien sachsen-anhalt 2019,winterferien sachsen-anhalt 2019-2019-ST
2019-04-18,2019-04-30,2019,ST,osterferien sachsen-anhalt 2019,osterferien sachsen-anhalt 2019-2019-ST
2019-05-31,2019-06-01,2019,ST,pfingstferien sachsen-anhalt 2019,pfingstferien sachsen-anhalt 2019-2019-ST
2019-07-04,2019-08-14,2019,ST,sommerferien sachsen-anhalt 2019,sommerferien sachsen-anhalt 2019-2019-ST
2019-10-04,2019-10-11,2019,ST,herbstferien sachsen-anhalt 2019,herbstferien sachsen-anhalt 2019-2019-ST
2019-12-23,2020-01-04,2019,ST,weihnachtsferien sachsen-anhalt 2019,weihnachtsferien sachsen-anhalt 2019-2019-ST
2019-04-04,2019-04-18,2019,SH,osterferien schleswig-holstein 2019,osterferien schleswig-holstein 2019-2019-SH
2019-05-31,2019-05-31,2019,SH,pfingstferien schleswig-holstein 2019,pfingstferien schleswig-holstein 2019-2019-SH
2019-07-01,2019-08-10,2019,SH,sommerferien schleswig-holstein 2019,sommerferien schleswig-holstein 2019-2019-SH
2019-10-04,2019-10-18,2019,SH,herbstferien schleswig-holstein 2019,herbstferien schleswig-holstein 2019-2019-SH
2019-12-23,2020-01-06,2019,SH,weihnachtsferien schleswig-holstein 2019,weihnachtsferien schleswig-holstein 2019-2019-SH
2019-02-11,2019-02-15,2019,TH,winterferien thüringen 2019,winterferien thüringen 2019-2019-TH
2019-04-15,2019-04-27,2019,TH,osterferien thüringen 2019,osterferien thüringen 2019-2019-TH
2019-05-31,2019-05-31,2019,TH,pfingstferien thüringen 2019 (beweglicher ferientag),pfingstferien thüringen 2019 (beweglicher ferientag)-2019-TH
2019-07-08,2019-08-17,2019,TH,sommerferien thüringen 2019,sommerferien thüringen 2019-2019-TH
2019-10-07,2019-10-19,2019,TH,herbstferien thüringen 2019,herbstferien thüringen 2019-2019-TH
2019-12-23,2020-01-03,2019,TH,weihnachtsferien thüringen 2019,weihnachtsferien thüringen 2019-2019-TH
2020-04-06,2020-04-18,2020,BW,osterferien baden-württemberg 2020,osterferien baden-württemberg 2020-2020-BW
2020-06-02,2020-06-13,2020,BW,pfingstferien baden-württemberg 2020,pfingstferien baden-württemberg 2020-2020-BW
2020-07-30,2020-09-12,2020,BW,sommerferien baden-württemberg 2020,sommerferien baden-württemberg 2020-2020-BW
2020-10-26,2020-10-30,2020,BW,herbstferien baden-württemberg 2020,herbstferien baden-württemberg 2020-2020-BW
2020-10-31,2020-10-31,2020,BW,herbstferien beweglicher ferientag baden-württemberg 2020,herbstferien beweglicher ferientag baden-württemberg 2020-2020-BW
2020-12-23,2021-01-09,2020,BW,weihnachtsferien baden-württemberg 2020,weihnachtsferien baden-württemberg 2020-2020-BW
2020-03-04,2020-03-08,2020,BY,winterferien bayern  2019,winterferien bayern  2019-2020-BY
2020-02-24,2020-02-28,2020,BY,winterferien bayern  2020,winterferien bayern  2020-2020-BY
2020-04-06,2020-04-18,2020,BY,osterferien bayern  2020,osterferien bayern  2020-2020-BY
2020-06-02,2020-06-13,2020,BY,pfingstferien bayern  2020,pfingstferien bayern  2020-2020-BY
2020-07-27,2020-09-07,2020,BY,sommerferien bayern  2020,sommerferien bayern  2020-2020-BY
2020-10-31,2020-11-06,2020,BY,herbstferien bayern  2020,herbstferien bayern  2020-2020-BY
2020-11-18,2020-11-18,2020,BY,herbstferien bayern 2020 (beweglicher ferientag),herbstferien bayern 2020 (beweglicher ferientag)-2020-BY
2020-12-23,2021-01-09,2020,BY,weihnachtsferien bayern  2020,weihnachtsferien bayern  2020-2020-BY
2020-02-03,2020-02-08,2020,BE,winterferien berlin 2020,winterferien berlin 2020-2020-BE
2020-04-06,2020-04-17,2020,BE,osterferien berlin 2020,osterferien berlin 2020-2020-BE
2020-05-08,2020-05-08,2020,BE,pfingstferien berlin 2020 (beweglicher ferientag),pfingstferien berlin 2020 (beweglicher ferientag)-2020-BE
2020-05-22,2020-05-22,2020,BE,pfingstferien berlin 2020 (beweglicher ferientag 2),pfingstferien berlin 2020 (beweglicher ferientag 2)-2020-BE
2020-06-25,2020-08-07,2020,BE,sommerferien berlin 2020,sommerferien berlin 2020-2020-BE
2020-10-12,2020-10-24,2020,BE,herbstferien berlin 2020,herbstferien berlin 2020-2020-BE
2020-12-21,2021-01-02,2020,BE,weihnachtsferien berlin 2020,weihnachtsferien berlin 2020-2020-BE
2020-02-03,2020-02-08,2020,BB,winterferien brandenburg 2020,winterferien brandenburg 2020-2020-BB
2020-04-06,2020-04-17,2020,BB,osterferien brandenburg 2020,osterferien brandenburg 2020-2020-BB
2020-06-25,2020-08-08,2020,BB,sommerferien brandenburg 2020,sommerferien brandenburg 2020-2020-BB
2020-10-12,2020-10-24,2020,BB,herbstferien brandenburg 2020,herbstferien brandenburg 2020-2020-BB
2020-12-21,2021-01-02,2020,BB,weihnachtsferien brandenburg 2020,weihnachtsferien brandenburg 2020-2020-BB
2020-02-03,2020-02-08,2020,HB,winterferien bremen 2020,winterferien bremen 2020-2020-HB
2020-04-06,2020-04-17,2020,HB,osterferien bremen 2020,osterferien bremen 2020-2020-HB
2020-05-22,2020-05-22,2020,HB,pfingstferien bremen 2020 (beweglicher ferientag),pfingstferien bremen 2020 (beweglicher ferientag)-2020-HB
2020-07-16,2020-08-26,2020,HB,sommerferien bremen 2020,sommerferien bremen 2020-2020-HB
2020-10-12,2020-10-24,2020,HB,herbstferien bremen 2020,herbstferien bremen 2020-2020-HB
2020-12-23,2021-01-08,2020,HB,weihnachtsferien bremen 2020,weihnachtsferien bremen 2020-2020-HB
2020-01-31,2020-01-31,2020,HH,winterferien hamburg 2020 (beweglicher ferientag),winterferien hamburg 2020 (beweglicher ferientag)-2020-HH
2020-03-02,2020-03-13,2020,HH,osterferien hamburg 2020 ,osterferien hamburg 2020 -2020-HH
2020-05-18,2020-05-22,2020,HH,pfingstferien hamburg 2020 ,pfingstferien hamburg 2020 -2020-HH
2020-06-25,2020-08-05,2020,HH,sommerferien hamburg 2020 ,sommerferien hamburg 2020 -2020-HH
2020-10-05,2020-10-16,2020,HH,herbstferien hamburg 2020 ,herbstferien hamburg 2020 -2020-HH
2020-12-21,2021-01-04,2020,HH,weihnachtsferien hamburg 2020 ,weihnachtsferien hamburg 2020 -2020-HH
2020-04-06,2020-04-18,2020,HE,osterferien hessen 2020,osterferien hessen 2020-2020-HE
2020-07-06,2020-08-14,2020,HE,sommerferien hessen 2020,sommerferien hessen 2020-2020-HE
2020-10-05,2020-10-17,2020,HE,herbstferien hessen 2020,herbstferien hessen 2020-2020-HE
2020-12-21,2021-01-09,2020,HE,weihnachtsferien hessen 2020,weihnachtsferien hessen 2020-2020-HE
2020-02-10,2020-02-21,2020,MV,winterferien mecklenburg-vorpommern 2020,winterferien mecklenburg-vorpommern 2020-2020-MV
2020-04-06,2020-04-15,2020,MV,osterferien mecklenburg-vorpommern 2020,osterferien mecklenburg-vorpommern 2020-2020-MV
2020-05-22,2020-05-22,2020,MV,pfingstferien mecklenburg-vorpommern 2020 (beweglicher ferientag),pfingstferien mecklenburg-vorpommern 2020 (beweglicher ferientag)-2020-MV
2020-05-29,2020-06-02,2020,MV,pfingstferien mecklenburg-vorpommern 2020,pfingstferien mecklenburg-vorpommern 2020-2020-MV
2020-06-22,2020-08-01,2020,MV,sommerferien mecklenburg-vorpommern 2020,sommerferien mecklenburg-vorpommern 2020-2020-MV
2020-10-05,2020-10-10,2020,MV,herbstferien mecklenburg-vorpommern 2020,herbstferien mecklenburg-vorpommern 2020-2020-MV
2020-11-02,2020-11-02,2020,MV,herbstferien mecklenburg-vorpommern 2020 (beweglicher ferientag),herbstferien mecklenburg-vorpommern 2020 (beweglicher ferientag)-2020-MV
